n,m,lb,ub,training,jobs,LPT,RL,time,once,five times,bound,fixed bound ,Error from LPT,Error RL from bound,Error LPT from bound ,Mean error from LPT,Error RL from bound,Error LPT from bound 
6,4,1,20,1500,"{4,5,7,10,18,20}",20,20,2.77711153,0,0,28,20,0,0,0,,,
6,4,1,20,1500,"{5,5,15,16,16,20}",21,21,1.969641924,0,0,32,20,0,4.761904762,4.761904762,,,
6,4,1,20,1500,"{1,4,5,11,12,17}",17,17,2.804450512,0,0,23,17,0,0,0,,,
6,4,1,20,1500,"{4,5,8,11,18,19}",19,19,2.869147062,0,0,29,19,0,0,0,,,
6,4,1,20,1500,"{1,7,13,15,15,16}",20,20,2.140360117,0,0,30,20,0,0,0,,,
6,4,1,20,1500,"{5,11,13,17,17,19}",24,24,2.389684439,0,0,34,24,0,0,0,,,
6,4,1,20,1500,"{5,9,10,11,12,14}",19,19,2.752484083,0,0,23,19,0,0,0,,,
6,4,1,20,1500,"{7,11,12,15,16,20}",23,23,2.833403826,0,0,31,23,0,0,0,,,
6,4,1,20,1500,"{3,4,6,15,19,20}",20,20,2.859526157,0,0,34,20,0,0,0,,,
6,4,1,20,1500,"{7,10,10,12,15,18}",20,20,2.797358751,0,0,27,20,0,0,0,,,
6,4,1,20,1500,"{2,6,8,16,18,20}",20,20,2.401874065,0,0,34,20,0,0,0,,,
6,4,1,20,1500,"{1,2,9,13,15,19}",19,19,3.001089096,0,0,28,19,0,0,0,,,
6,4,1,20,1500,"{1,6,8,9,16,18}",18,18,2.709060192,0,0,25,18,0,0,0,,,
6,4,1,20,1500,"{3,4,5,10,11,13}",13,13,2.84021759,0,0,21,13,0,0,0,,,
6,4,1,20,1500,"{4,5,11,13,13,18}",18,18,2.415947676,0,0,26,18,0,0,0,,,
6,4,1,20,1500,"{1,3,4,9,19,20}",20,20,2.766465902,0,0,28,20,0,0,0,,,
6,4,1,20,1500,"{1,5,12,15,15,17}",17,17,2.07932806,0,0,30,17,0,0,0,,,
6,4,1,20,1500,"{1,1,3,5,10,18}",18,18,2.434936047,0,0,15,18,0,0,0,,,
6,4,1,20,1500,"{7,8,11,14,18,18}",21,21,2.385915756,0,0,32,19,0,9.523809524,9.523809524,,,
6,4,1,20,1500,"{2,7,8,11,19,20}",20,20,2.872830391,0,0,30,20,0,0,0,,,
6,4,1,20,1500,"{3,4,4,9,9,10}",11,11,2.43220973,0,0,18,10,0,9.090909091,9.090909091,,,
6,4,1,20,1500,"{9,14,17,18,19,20}",31,31,2.796598673,0,0,37,31,0,0,0,,,
6,4,1,20,1500,"{5,7,12,16,17,20}",21,21,2.74450469,0,0,33,20,0,4.761904762,4.761904762,,,
6,4,1,20,1500,"{5,5,8,8,10,15}",15,15,1.896480083,0,0,18,15,0,0,0,,,
6,4,1,20,1500,"{2,4,14,15,17,19}",19,19,2.547123194,0,0,32,19,0,0,0,,,
6,4,1,20,1500,"{1,2,3,5,16,18}",18,18,2.738135338,0,0,21,18,0,0,0,,,
6,4,1,20,1500,"{1,4,14,15,19,20}",20,20,2.733533144,0,0,34,20,0,0,0,,,
6,4,1,20,1500,"{2,3,6,12,18,19}",19,19,2.884275913,0,0,30,19,0,0,0,,,
6,4,1,20,1500,"{1,7,7,11,11,15}",15,15,2.516966105,0,0,22,15,0,0,0,,,
6,4,1,20,1500,"{13,13,16,18,18,20}",31,31,2.548840284,0,0,36,29,0,6.451612903,6.451612903,,,
6,4,1,20,1500,"{2,2,5,11,12,13}",13,13,2.891950846,0,0,23,13,0,0,0,,,
6,4,1,20,1500,"{1,1,4,8,9,14}",14,14,2.882355213,0,0,17,14,0,0,0,,,
6,4,1,20,1500,"{4,5,6,8,10,15}",15,15,2.887634277,0,0,18,15,0,0,0,,,
6,4,1,20,1500,"{3,13,14,17,17,19}",27,27,2.453905344,0,0,34,27,0,0,0,,,
6,4,1,20,1500,"{7,9,9,16,16,18}",23,23,2.132594109,0,0,32,18,0,21.73913043,21.73913043,,,
6,4,1,20,1500,"{3,5,6,9,18,20}",20,20,2.978609085,0,0,27,20,0,0,0,,,
6,4,1,20,1500,"{3,4,9,16,17,20}",20,20,2.5122509,0,0,33,20,0,0,0,,,
6,4,1,20,1500,"{5,5,9,15,19,19}",19,19,2.159108639,0,0,34,19,0,0,0,,,
6,4,1,20,1500,"{1,7,14,16,17,19}",21,21,2.577798367,0,0,33,21,0,0,0,,,
6,4,1,20,1500,"{1,4,6,14,15,19}",19,19,2.904253006,0,0,29,19,0,0,0,,,
6,4,1,20,1500,"{5,5,7,12,18,19}",19,19,2.516551018,0,0,30,19,0,0,0,,,
6,4,1,20,1500,"{1,1,6,7,9,15}",15,15,2.46815896,0,0,16,15,0,0,0,,,
6,4,1,20,1500,"{1,3,3,7,14,16}",16,16,2.521727085,0,0,21,16,0,0,0,,,
6,4,1,20,1500,"{7,10,13,16,19,20}",23,23,2.560701609,0,0,35,23,0,0,0,,,
6,4,1,20,1500,"{3,10,16,17,17,20}",26,26,2.134557486,0,0,34,26,0,0,0,,,
6,4,1,20,1500,"{2,5,11,13,14,14}",16,16,2.458594084,0,0,27,16,0,0,0,,,
6,4,1,20,1500,"{1,2,8,11,17,20}",20,20,2.593669653,0,0,28,20,0,0,0,,,
6,4,1,20,1500,"{1,5,6,7,8,19}",19,19,2.488716841,0,0,15,19,0,0,0,,,
6,4,1,20,1500,"{2,7,8,9,12,17}",17,17,2.911096096,0,0,21,17,0,0,0,,,
6,4,1,20,1500,"{1,10,12,15,16,20}",22,22,2.586704731,0,0,31,22,0,0,0,,,
6,4,1,20,1500,"{2,3,7,12,16,20}",20,20,2.642837524,0,0,28,20,0,0,0,,,
6,4,1,20,1500,"{9,10,10,11,13,15}",20,20,2.726392031,0,0,24,20,0,0,0,,,
6,4,1,20,1500,"{1,1,4,5,6,16}",16,16,2.08584404,0,0,11,16,0,0,0,,,
6,4,1,20,1500,"{1,6,9,12,14,19}",19,19,2.917047501,0,0,26,19,0,0,0,,,
6,4,1,20,1500,"{3,5,11,14,17,20}",20,20,2.788447857,0,0,31,20,0,0,0,,,
6,4,1,20,1500,"{1,2,4,5,6,13}",13,13,2.44336009,0,0,11,13,0,0,0,,,
6,4,1,20,1500,"{9,10,11,16,18,20}",25,25,2.863053799,0,0,34,21,0,16,16,,,
6,4,1,20,1500,"{4,11,14,15,16,19}",25,25,2.601724863,0,0,31,25,0,0,0,,,
6,4,1,20,1500,"{3,7,7,16,18,20}",20,20,2.982821941,0,0,34,20,0,0,0,,,
6,4,1,20,1500,"{4,6,8,13,20,20}",20,20,2.561822653,0,0,33,20,0,0,0,,,
6,4,1,20,1500,"{2,3,4,17,17,18}",18,18,2.572252274,0,0,34,18,0,0,0,,,
6,4,1,20,1500,"{12,12,13,15,15,17}",27,27,2.508276463,0,0,30,25,0,7.407407407,7.407407407,,,
6,4,1,20,1500,"{1,11,15,15,17,19}",26,26,2.384225368,0,0,32,26,0,0,0,,,
6,4,1,20,1500,"{3,5,14,14,14,20}",20,20,1.963169336,0,0,28,20,0,0,0,,,
6,4,1,20,1500,"{2,3,5,17,18,18}",18,18,2.596361637,0,0,35,18,0,0,0,,,
6,4,1,20,1500,"{1,10,12,13,16,20}",22,22,2.884769201,0,0,29,22,0,0,0,,,
6,4,1,20,1500,"{1,4,6,14,15,19}",19,19,3.02695632,0,0,29,19,0,0,0,,,
6,4,1,20,1500,"{2,7,11,14,17,20}",20,20,2.875609159,0,0,31,20,0,0,0,,,
6,4,1,20,1500,"{9,11,11,12,15,19}",22,22,2.937931776,0,0,27,22,0,0,0,,,
6,4,1,20,1500,"{8,9,10,13,14,15}",21,21,3.047932386,0,0,27,19,0,9.523809524,9.523809524,,,
6,4,1,20,1500,"{2,3,7,19,20,20}",20,20,2.543078423,0,0,39,20,0,0,0,,,
6,4,1,20,1500,"{3,13,13,14,16,19}",26,26,2.921161413,0,0,30,26,0,0,0,,,
6,4,1,20,1500,"{4,9,12,16,19,20}",21,21,2.523660183,0,0,35,21,0,0,0,,,
6,4,1,20,1500,"{7,8,13,15,17,19}",22,22,2.812807798,0,0,32,21,0,4.545454545,4.545454545,,,
6,4,1,20,1500,"{1,8,10,15,15,16}",18,18,2.080809593,0,0,30,18,0,0,0,,,
6,4,1,20,1500,"{13,15,17,17,18,20}",32,32,2.301384926,0,0,35,32,0,0,0,,,
6,4,1,20,1500,"{1,5,6,10,14,16}",16,16,2.724148273,0,0,24,16,0,0,0,,,
6,4,1,20,1500,"{2,3,6,10,10,17}",17,17,2.406592607,0,0,20,17,0,0,0,,,
9,4,1,20,2500,"{2,3,7,10,17,17,18,20,20}",34,34,9.290868998,0,8.888888889,27,34,0,0,0,,,
9,4,1,20,2500,"{1,1,3,5,11,12,14,15,20}",23,23,9.091547489,0,8.988764045,16,23,0,0,0,,,
9,4,1,20,2500,"{1,4,6,7,8,9,10,19,19}",23,22,9.276482344,0,2.5,15,19,4.347826087,13.63636364,17.39130435,,,
9,4,1,20,2500,"{1,1,1,2,2,10,12,12,20}",20,20,6.832161903,0,0,7,20,0,0,0,,,
9,4,1,20,2500,"{3,8,8,14,15,15,16,18,19}",30,30,10.13773966,0,11.68831169,29,30,0,0,0,,,
9,4,1,20,2500,"{3,3,5,11,14,16,17,19,20}",30,30,9.222394943,0,12.8,25,30,0,0,0,,,
9,4,1,20,2500,"{1,2,2,7,7,11,16,16,19}",23,23,8.180213451,0,0,14,19,0,17.39130435,17.39130435,,,
9,4,1,20,2500,"{1,2,6,11,12,13,15,19,20}",26,26,8.890598059,0,15.8974359,23,25,0,3.846153846,3.846153846,,,
9,4,1,20,2500,"{1,4,8,9,9,13,14,16,17}",24,24,9.175072908,0,4.237288136,18,22,0,8.333333333,8.333333333,,,
9,4,1,20,2500,"{4,5,6,7,8,9,10,15,18}",22,22,9.665057421,3.571428571,16.96428571,15,18,0,18.18181818,18.18181818,,,
9,4,1,20,2500,"{1,4,5,5,7,8,9,18,19}",19,19,8.575308323,0,0,12,19,0,0,0,,,
9,4,1,20,2500,"{4,4,6,9,12,12,14,14,15}",24,24,9.155623913,0,6.666666667,21,24,0,0,0,,,
9,4,1,20,2500,"{7,9,10,11,13,15,18,19,20}",35,31,9.818895817,0,21.57534247,24,28,11.42857143,9.677419355,20,,,
9,4,1,20,2500,"{3,6,7,10,10,11,12,12,15}",22,22,7.619706392,0,1.428571429,20,21,0,4.545454545,4.545454545,,,
9,4,1,20,2500,"{1,1,1,6,6,10,14,14,19}",20,20,7.695447683,0,0,12,19,0,5,5,,,
9,4,1,20,2500,"{3,4,6,8,11,13,13,13,14}",24,24,9.027033567,0,3.174603175,19,24,0,0,0,,,
9,4,1,20,2500,"{5,6,6,7,16,17,18,18,20}",33,33,9.904187441,0,6,23,33,0,0,0,,,
9,4,1,20,2500,"{3,5,7,9,12,13,15,15,19}",25,25,9.305865765,0,6.474820144,21,25,0,0,0,,,
9,4,1,20,2500,"{1,1,2,8,9,11,11,14,19}",20,20,11.13904095,0,1.754385965,17,20,0,0,0,,,
9,4,1,20,2500,"{3,6,7,9,11,15,17,17,18}",27,26,9.615493536,0,15.49295775,20,26,3.703703704,0,3.703703704,,,
9,4,1,20,2500,"{3,3,7,11,12,13,13,15,15}",25,25,9.56478405,0,0,23,25,0,0,0,,,
9,4,1,20,2500,"{2,2,9,10,14,14,17,19,20}",28,34,9.553243399,0,10,24,28,-21.42857143,17.64705882,0,,,
9,4,1,20,2500,"{8,8,10,11,11,12,17,19,20}",31,33,8.845214128,0,4.225352113,22,23,-6.451612903,30.3030303,25.80645161,,,
9,4,1,20,2500,"{3,6,10,10,13,15,15,17,19}",28,28,10.37170362,0,2.912621359,23,28,0,0,0,,,
9,4,1,20,2500,"{6,9,11,12,14,14,16,17,20}",34,31,9.241538048,0,18.53281853,26,28,8.823529412,9.677419355,17.64705882,,,
9,4,1,20,2500,"{2,5,8,11,14,15,15,20,20}",29,29,13.91811824,0,0,25,29,0,0,0,,,
9,4,1,20,2500,"{1,5,6,9,11,13,13,19,19}",25,25,10.80535746,0,4.838709677,20,24,0,4,4,,,
9,4,1,20,2500,"{2,4,6,7,9,14,16,17,20}",25,24,8.772588015,0,16.04278075,16,23,4,4.166666667,8,,,
9,4,1,20,2500,"{1,1,2,2,2,3,13,15,19}",19,19,8.966095686,0,0,7,19,0,0,0,,,
9,4,1,20,2500,"{1,5,7,8,9,12,14,17,18}",24,24,10.51039672,0,15.34653465,17,21,0,12.5,12.5,,,
9,4,1,20,2500,"{6,10,11,11,15,15,19,19,20}",36,34,8.769754648,0,0,26,30,5.555555556,11.76470588,16.66666667,,,
9,4,1,20,2500,"{1,1,3,4,4,8,10,18,19}",19,19,9.189046144,0,0,8,19,0,0,0,,,
9,4,1,20,2500,"{1,5,9,10,11,13,13,17,18}",26,26,12.04152942,0,6.194690265,21,24,0,7.692307692,7.692307692,,,
9,4,1,20,2500,"{2,7,8,12,12,15,16,16,20}",28,28,9.40432477,0,4.395604396,24,27,0,3.571428571,3.571428571,,,
9,4,1,20,2500,"{1,4,7,12,12,15,16,18,19}",28,28,9.579758167,0,8.823529412,24,27,0,3.571428571,3.571428571,,,
9,4,1,20,2500,"{1,3,6,8,8,9,13,17,18}",23,23,9.138916016,0,3.846153846,16,18,0,21.73913043,21.73913043,,,
9,4,1,20,2500,"{3,4,9,9,12,15,15,16,17}",27,27,12.66290832,0,2,21,27,0,0,0,,,
9,4,1,20,2500,"{2,9,12,13,13,13,14,14,16}",27,27,8.892890215,0,1.315789474,26,26,0,3.703703704,3.703703704,,,
9,4,1,20,2500,"{5,6,6,6,9,10,12,13,15}",23,21,7.888206959,0,0,15,19,8.695652174,9.523809524,17.39130435,,,
9,4,1,20,2500,"{1,6,8,12,13,13,15,20,20}",28,28,9.352515459,0,13.13868613,25,26,0,7.142857143,7.142857143,,,
9,4,1,20,2500,"{2,4,6,6,10,11,15,19,20}",25,25,9.604623079,2.702702703,9.459459459,16,21,0,16,16,,,
9,4,1,20,2500,"{1,3,4,7,8,10,12,18,20}",22,21,8.559910059,0.934579439,4.672897196,15,20,4.545454545,4.761904762,9.090909091,,,
9,4,1,20,2500,"{3,4,6,6,10,14,14,15,20}",24,24,10.42973208,0,4.285714286,16,24,0,0,0,,,
9,4,1,20,2500,"{1,6,11,11,12,12,13,15,18}",26,26,9.779683828,0,5.223880597,23,24,0,7.692307692,7.692307692,,,
9,4,1,20,2500,"{4,5,5,6,7,7,14,15,17}",21,21,9.574486971,0,8.43373494,13,17,0,19.04761905,19.04761905,,,
9,4,1,20,2500,"{1,1,1,9,10,10,13,19,19}",22,22,7.958117962,0,0,19,20,0,9.090909091,9.090909091,,,
9,4,1,20,2500,"{1,4,5,7,9,10,18,19,19}",25,25,10.09114647,0,3.658536585,16,19,0,24,24,,,
9,4,1,20,2500,"{5,6,7,8,9,11,18,19,20}",26,26,8.507882833,0,7.5,17,20,0,23.07692308,23.07692308,,,
9,4,1,20,2500,"{5,8,8,11,13,14,19,19,20}",32,32,10.64643455,0,6.172839506,24,27,0,15.625,15.625,,,
9,4,1,20,2500,"{1,4,5,7,9,12,13,13,18}",22,22,8.780161142,0,5.434782609,16,21,0,4.545454545,4.545454545,,,
9,4,1,20,2500,"{1,4,7,9,11,12,14,17,19}",24,24,9.179700613,0,14.53744493,20,23,0,4.166666667,4.166666667,,,
9,4,1,20,2500,"{3,8,9,10,11,12,12,14,14}",25,24,11.65960455,0,6.578947368,21,23,4,4.166666667,8,,,
9,4,1,20,2500,"{2,3,3,6,8,8,13,16,16}",19,19,7.555134773,0,8.474576271,14,16,0,15.78947368,15.78947368,,,
9,4,1,20,2500,"{4,5,6,7,9,10,16,18,20}",24,24,9.343548536,0,2.702702703,16,20,0,16.66666667,16.66666667,,,
9,4,1,20,2500,"{3,3,3,4,4,7,7,14,16}",17,16,8.568588972,0,0,8,16,5.882352941,0,5.882352941,,,
9,4,1,20,2500,"{4,8,12,12,15,16,16,19,20}",32,32,10.08325315,0,7.894736842,27,31,0,3.125,3.125,,,
9,4,1,20,2500,"{13,14,14,15,17,18,18,19,19}",46,45,10.07446599,0,2.173913043,32,35,2.173913043,22.22222222,23.91304348,,,
9,4,1,20,2500,"{1,2,4,8,9,11,13,14,15}",21,21,10.09995246,0,16.98113208,17,20,0,4.761904762,4.761904762,,,
9,4,1,20,2500,"{3,3,4,5,5,6,10,10,18}",18,18,8.845573664,0,6.666666667,10,18,0,0,0,,,
9,4,1,20,2500,"{4,5,8,9,13,17,17,19,20}",30,30,12.96207643,0.578034682,11.56069364,22,30,0,0,0,,,
9,4,1,20,2500,"{1,5,8,8,9,9,13,16,17}",24,24,9.293180704,0,9.615384615,17,18,0,25,25,,,
9,4,1,20,2500,"{3,4,6,6,7,11,11,13,16}",20,20,10.37702203,0,7.594936709,13,18,0,10,10,,,
9,4,1,20,2500,"{4,9,10,10,11,14,18,19,20}",29,29,8.527835846,0,11.03448276,21,25,0,13.79310345,13.79310345,,,
9,4,1,20,2500,"{3,4,5,5,6,9,12,14,20}",20,20,8.386158705,0,0,11,20,0,0,0,,,
9,4,1,20,2500,"{3,5,6,7,10,10,16,17,18}",23,23,8.953998327,0,7.926829268,17,20,0,13.04347826,13.04347826,,,
9,4,1,20,2500,"{3,6,6,6,9,12,15,20,20}",26,26,7.983842134,3.125,3.125,15,21,0,19.23076923,19.23076923,,,
9,4,1,20,2500,"{3,4,8,10,13,15,16,19,19}",28,29.9,9.367600679,0,12.29508197,23,28,-6.785714286,6.35451505,0,,,
9,4,1,20,2500,"{1,3,5,7,14,14,17,17,18}",28,28,10.68012834,0,10.71428571,21,28,0,0,0,,,
9,4,1,20,2500,"{1,2,5,7,7,8,13,18,19}",20,20,8.70829463,0,1.785714286,14,19,0,5,5,,,
9,4,1,20,2500,"{2,4,6,8,10,11,12,13,15}",21,21,9.558029413,0,19.89247312,18,21,0,0,0,,,
9,4,1,20,2500,"{3,3,8,9,10,11,13,14,14}",22,22,7.833727598,0,13.51351351,19,21,0,4.545454545,4.545454545,,,
9,4,1,20,2500,"{2,3,4,5,6,10,13,19,19}",21,21,8.697574139,0,1.470588235,11,19,0,9.523809524,9.523809524,,,
9,4,1,20,2500,"{3,5,5,7,9,9,14,14,15}",21,21,8.473635197,0,1.515151515,16,18,0,14.28571429,14.28571429,,,
9,4,1,20,2500,"{5,6,10,10,11,13,15,17,17}",28,27,9.445210695,0,6.382978723,21,24,3.571428571,11.11111111,14.28571429,,,
9,4,1,20,2500,"{4,4,5,5,6,9,10,10,14}",19,18,8.46066165,0,0,11,15,5.263157895,16.66666667,21.05263158,,,
9,4,1,20,2500,"{1,5,7,9,9,10,17,20,20}",26,26,9.566569567,0,0,18,20,0,23.07692308,23.07692308,,,
9,4,1,20,2500,"{3,4,4,6,11,13,14,14,16}",24,24,10.13588119,0,8.536585366,17,24,0,0,0,,,
9,4,1,20,2500,"{1,2,3,5,8,8,13,15,19}",19,19,8.961343288,0,3.125,13,19,0,0,0,,,
9,4,1,20,2500,"{1,2,5,8,10,13,15,19,20}",24,24,9.758653879,0,10.58823529,18,23,0,4.166666667,4.166666667,,,
9,4,1,20,2500,"{5,9,15,16,18,18,20,20,20}",36,36,7.83361268,0,0,34,36,0,0,0,,,
9,4,1,20,2500,"{1,4,7,7,9,11,12,12,19}",23,22,9.416821003,0,6.666666667,16,20,4.347826087,9.090909091,13.04347826,,,
9,4,1,20,2500,"{2,4,6,6,9,16,17,20,20}",26,26,8.295385122,1.315789474,22.36842105,15,25,0,3.846153846,3.846153846,,,
9,4,1,20,2500,"{1,3,4,7,15,16,18,20,20}",31,31,10.20119667,0,7.086614173,22,31,0,0,0,,,
9,4,1,20,2500,"{2,2,5,6,8,11,13,14,16}",20,20,9.531534433,0,12.72727273,14,19,0,5,5,,,
9,4,1,20,2500,"{1,6,6,6,8,8,16,18,19}",24,24,9.263781071,0,10.86956522,14,19,0,20.83333333,20.83333333,,,
9,4,1,20,2500,"{5,7,9,11,11,12,18,20,20}",29,29,8.734764338,0,7.317073171,22,23,0,20.68965517,20.68965517,,,
9,4,1,20,2500,"{3,3,5,6,10,10,11,15,18}",21,21,9.16245389,0,7.547169811,16,20,0,4.761904762,4.761904762,,,
9,4,1,20,2500,"{2,4,5,5,11,16,16,18,19}",27,27,11.04353881,0,8,16,27,0,0,0,,,
9,4,1,20,2500,"{1,1,2,2,3,7,9,10,19}",19,19,7.850075722,0,0,6,19,0,0,0,,,
9,4,1,20,2500,"{1,2,5,8,14,15,16,19,20}",29,29,10.8387599,0,10.62801932,22,29,0,0,0,,,
9,4,1,20,2500,"{2,4,4,5,9,11,12,17,19}",21,21,9.945173502,0,6.976744186,14,20,0,4.761904762,4.761904762,,,
9,4,1,20,2500,"{2,10,10,11,12,15,17,18,19}",29,29,9.68423605,0,16.66666667,23,27,0,6.896551724,6.896551724,,,
9,4,1,20,2500,"{3,5,10,10,16,16,18,20,20}",32,32,8.32468605,0,10.78431373,26,32,0,0,0,,,
9,4,1,20,2500,"{2,6,11,12,12,13,15,18,19}",29,29,10.17404103,0,12.67605634,24,25,0,13.79310345,13.79310345,,,
9,4,1,20,2500,"{1,2,4,7,9,11,11,20,20}",22,22,12.90818572,0,1.694915254,16,20,0,9.090909091,9.090909091,,,
9,4,1,20,2500,"{7,8,9,9,14,16,17,17,20}",33,31,9.009851456,0,7,23,30,6.060606061,3.225806452,9.090909091,,,
9,4,1,20,2500,"{5,5,6,9,11,15,18,18,19}",29,28,10.20753026,0,12.24489796,20,26,3.448275862,7.142857143,10.34482759,,,
9,4,1,20,2500,"{2,5,10,12,12,15,17,19,20}",29,29,9.429064035,0,6.557377049,24,27,0,6.896551724,6.896551724,,,
9,4,1,20,2500,"{2,2,2,7,8,9,9,13,16}",18,18,8.052321434,0,0,15,17,0,5.555555556,5.555555556,,,
9,4,1,20,2500,"{4,11,11,11,12,14,17,18,19}",30,30,9.389135122,0,4.411764706,23,26,0,13.33333333,13.33333333,,,
15,4,1,20,3000,"{2,4,4,4,5,7,8,11,11,12,13,14,14,15,19}",37,39.3,128.602917,37.34146341,70.3902439,10,27,-6.216216216,31.29770992,27.02702703,,,
15,4,1,20,3000,"{3,3,5,6,8,8,8,9,9,13,16,17,18,19,20}",42,41,39.60878563,39.73254086,71.56017831,14,33,2.380952381,19.51219512,21.42857143,,,
15,4,1,20,3000,"{4,6,7,8,9,9,10,11,11,14,15,17,17,20,20}",47,45,189.7834747,45.98672299,71.18286059,17,32,4.255319149,28.88888889,31.91489362,,,
15,4,1,20,3000,"{1,2,2,3,4,5,7,8,9,9,10,11,15,18,19}",31,31,48.93234491,43.47679892,75.35305985,9,21,0,32.25806452,32.25806452,,,
15,4,1,20,3000,"{5,8,9,11,11,12,12,13,16,17,17,17,19,20,20}",54,52,67.00265431,44.33206911,74.79983144,22,34,3.703703704,34.61538462,37.03703704,,,
15,4,1,20,3000,"{4,4,5,7,7,7,7,8,11,11,12,15,17,19,19}",39,39,62.22734046,28.08783166,59.74382434,14,27,0,30.76923077,30.76923077,,,
15,4,1,20,3000,"{1,3,5,6,7,7,7,8,8,10,11,12,15,17,19}",35,34,42.55740452,37.18908476,69.83820333,13,23,2.857142857,32.35294118,34.28571429,,,
15,4,1,20,3000,"{5,5,5,5,6,7,8,8,9,12,13,13,14,15,15}",36,35,61.54252028,31.56302521,64.80672269,11,26,2.777777778,25.71428571,27.77777778,,,
15,4,1,20,3000,"{1,2,4,5,6,7,8,10,12,16,16,17,18,18,20}",41,45,124.623548,47.71351013,74.3996659,11,33,-9.756097561,26.66666667,19.51219512,,,
15,4,1,20,3000,"{1,1,2,2,5,7,7,7,9,11,12,14,15,16,20}",33,33,74.46156549,36.88856197,68.44428099,9,26,0,21.21212121,21.21212121,,,
15,4,1,20,3000,"{2,4,5,5,6,6,7,8,9,14,16,16,17,18,18}",39,38,80.70437145,44.51889574,76.14580541,11,32,2.564102564,15.78947368,17.94871795,,,
15,4,1,20,3000,"{2,4,6,8,9,10,12,13,14,16,16,18,20,20,20}",49,48,520.5290616,46.94176178,74.39274217,17,34,2.040816327,29.16666667,30.6122449,,,
15,4,1,20,3000,"{1,1,2,5,5,6,8,14,14,15,19,19,20,20,20}",43,43,300.8390708,39.54619125,67.09886548,12,38,0,11.62790698,11.62790698,,,
15,4,1,20,3000,"{2,2,4,4,10,11,13,15,16,16,17,17,17,18,19}",46,46,153.994051,43.87080989,73.10986053,14,34,0,26.08695652,26.08695652,,,
15,4,1,20,3000,"{6,6,8,9,10,11,11,14,14,15,16,17,19,19,20}",51,53.3,88.04353666,44.95730441,74.84421879,19,33,-4.509803922,38.08630394,35.29411765,,,
15,4,1,20,3000,"{1,2,2,5,8,9,11,13,13,15,16,17,17,19,19}",43,42,178.2185724,45.54826617,72.82099344,13,33,2.325581395,21.42857143,23.25581395,,,
15,4,1,20,3000,"{4,6,7,10,12,12,14,14,14,15,16,16,17,20,20}",51,50,64.58914876,41.10336466,71.62776599,22,32,1.960784314,36,37.25490196,,,
15,4,1,20,3000,"{1,1,2,2,5,5,11,14,14,16,17,17,17,19,19}",44,42,227.1402979,35.5968549,67.86990708,11,34,4.545454545,19.04761905,22.72727273,,,
15,4,1,20,3000,"{1,1,6,6,6,7,7,8,11,14,17,18,19,20,20}",41,41,62.65630412,38.96551724,68.31034483,12,35,0,14.63414634,14.63414634,,,
15,4,1,20,3000,"{3,4,5,7,8,8,9,14,15,17,17,19,19,19,20}",47,49.3,907.8142269,36.46969313,67.94319046,15,36,-4.893617021,26.97768763,23.40425532,,,
15,4,1,20,3000,"{3,3,3,4,6,7,14,14,16,17,17,19,20,20,20}",48,48,246.2594359,37.97373358,66.71669794,13,36,0,25,25,,,
15,4,1,20,3000,"{3,3,7,7,8,11,12,13,15,19,19,19,19,20,20}",52,55,175.6955211,38.55678907,73.35610589,15,38,-5.769230769,30.90909091,26.92307692,,,
15,4,1,20,3000,"{3,4,4,4,8,11,13,14,15,15,15,16,16,17,18}",44,44,83.44846368,37.54494093,69.87673344,12,31,0,29.54545455,29.54545455,,,
15,4,1,20,3000,"{4,5,6,6,6,6,7,12,13,14,16,17,20,20,20}",45,48.2,318.9474933,33.69932432,68.10247748,12,33,-7.111111111,31.53526971,26.66666667,,,
15,4,1,20,3000,"{1,1,3,7,7,8,9,11,12,12,14,14,14,16,20}",38,38,120.8296669,42.06167904,74.24328955,14,28,0,26.31578947,26.31578947,,,
15,4,1,20,3000,"{1,2,3,5,5,5,8,8,13,13,14,15,17,19,19}",37,37,52.11124563,35.13153513,70.52947053,10,29,0,21.62162162,21.62162162,,,
15,4,1,20,3000,"{4,5,6,7,9,10,12,14,15,15,16,17,17,17,20}",47,46,1126.271484,42.47709134,75.73159917,16,33,2.127659574,28.26086957,29.78723404,,,
15,4,1,20,3000,"{1,2,5,6,7,7,8,8,9,10,13,14,15,16,17}",37,35,50.57213855,44.43375811,78.0476076,13,27,5.405405405,22.85714286,27.02702703,,,
15,4,1,20,3000,"{3,3,7,12,16,16,16,17,17,18,19,19,19,20,20}",57,56,146.6887474,38.42810576,69.86599058,28,38,1.754385965,32.14285714,33.33333333,,,
15,4,1,20,3000,"{1,1,2,4,5,8,9,10,11,12,12,14,15,16,20}",35,35,44.33371735,42.64285714,75.64285714,10,26,0,25.71428571,25.71428571,,,
15,4,1,20,3000,"{2,2,3,3,6,7,8,11,11,11,12,12,17,19,20}",37,36,38.04289865,35.46718396,70.25541545,10,24,2.702702703,33.33333333,35.13513514,,,
15,4,1,20,3000,"{1,3,3,4,6,8,9,10,12,13,14,16,16,19,20}",39,39,174.2936211,47.97435897,75.74358974,11,30,0,23.07692308,23.07692308,,,
15,4,1,20,3000,"{1,1,3,4,4,11,11,12,13,13,14,19,20,20,20}",44,43,186.3543546,30.49487294,65.9830584,12,33,2.272727273,23.25581395,25,,,
