n,m,lb,ub,training,jobs,LPT,RL,time,once,five times,bound,fixed bound ,Error from LPT,Error RL from bound,Error LPT from bound ,Mean error from LPT,Error RL from bound,Error LPT from bound 
15,4,1,20,3000,"{1,2,2,3,4,5,6,8,8,10,11,11,13,17,18}",30,30,45.77219605,42.03782794,75.44234289,8,22,0,26.66666667,26.66666667,,,
15,4,1,20,3000,"{2,7,7,8,10,10,11,11,12,14,15,15,17,17,19}",47,44,92.72957945,39.5917271,71.85065807,18,30,6.382978723,31.81818182,36.17021277,,,
15,4,1,20,3000,"{1,3,3,5,6,9,9,9,9,11,13,14,14,15,18}",36,36,128.1861997,37.75395034,67.60722348,11,27,0,25,25,,,
15,4,1,20,3000,"{5,8,8,9,12,12,12,13,13,14,15,16,19,19,20}",51,49,83.36551213,37.95570698,69.60817717,21,31,3.921568627,36.73469388,39.21568627,,,
15,4,1,20,3000,"{1,1,3,3,3,5,7,7,12,12,14,14,17,18,18}",35,34,61.02744484,31.17206983,64.71321696,9,28,2.857142857,17.64705882,20,,,
15,4,1,20,3000,"{1,7,9,11,12,12,14,14,15,15,16,18,19,19,20}",54,58.3,77.73900247,37.1241239,72.59778431,23,34,-7.962962963,41.68096055,37.03703704,,,
6,4,20,50,2500,"{21,31,39,42,43,44}",70,70,4.693748474,0,0,85,70,0,0,0,,,
6,4,20,50,2500,"{31,32,39,39,43,45}",71,71,3.83462882,0,0,82,71,0,0,0,,,
6,4,20,50,2500,"{21,22,25,43,45,46}",64,64,4.594663382,0,0,88,47,0,26.5625,26.5625,,,
6,4,20,50,2500,"{28,29,38,39,40,48}",67,67,4.120722055,0,0,79,67,0,0,0,,,
6,4,20,50,2500,"{24,29,34,41,49,49}",65,65,3.985246181,0,0,90,63,0,3.076923077,3.076923077,,,
6,4,20,50,2500,"{24,29,30,40,43,47}",64,64,4.663570166,0,0,83,59,0,7.8125,7.8125,,,
6,4,20,50,2500,"{30,32,37,38,44,49}",69,69,4.67118001,0,0,82,69,0,0,0,,,
6,4,20,50,2500,"{21,24,24,47,48,50}",68,68,4.148627043,0,0,95,50,0,26.47058824,26.47058824,,,
6,4,20,50,2500,"{22,32,39,41,42,45}",71,71,4.70916605,0,0,83,71,0,0,0,,,
6,4,20,50,2500,"{23,25,31,38,42,50}",61,61,4.66986084,0,0,80,56,0,8.196721311,8.196721311,,,
6,4,20,50,2500,"{21,22,23,33,39,44}",54,54,4.642047644,0,0,72,45,0,16.66666667,16.66666667,,,
6,4,20,50,2500,"{30,33,38,44,49,50}",74,74,4.654911518,0,0,93,71,0,4.054054054,4.054054054,,,
6,4,20,50,2500,"{21,22,27,29,35,42}",50,50,4.601396799,0,0,64,49,0,2,2,,,
6,4,20,50,2500,"{22,31,34,42,42,42}",65,65,3.411041021,0,0,84,65,0,0,0,,,
6,4,20,50,2500,"{30,33,36,42,43,47}",72,72,4.681152821,0,0,85,69,0,4.166666667,4.166666667,,,
6,4,20,50,2500,"{30,30,32,34,36,42}",64,64,4.601542473,0,0,70,62,0,3.125,3.125,,,
6,4,20,50,2500,"{31,32,34,34,35,44}",66,66,3.869621515,0,0,69,66,0,0,0,,,
6,4,20,50,2500,"{21,26,27,32,33,36}",53,53,4.184346437,0,0,65,53,0,0,0,,,
6,4,20,50,2500,"{27,32,40,46,47,49}",73,73,4.619625807,0,0,93,72,0,1.369863014,1.369863014,,,
6,4,20,50,2500,"{24,30,31,33,34,36}",61,61,4.679254293,0,0,67,61,0,0,0,,,
6,4,20,50,2500,"{26,28,38,42,42,47}",68,68,4.057819843,0,0,84,66,0,2.941176471,2.941176471,,,
6,4,20,50,2500,"{22,22,28,34,47,50}",56,56,3.976508379,0,0,81,50,0,10.71428571,10.71428571,,,
6,4,20,50,2500,"{31,31,35,41,48,49}",72,72,4.585193396,0,0,89,66,0,8.333333333,8.333333333,,,
6,4,20,50,2500,"{22,32,38,38,40,50}",70,70,3.752416134,0,0,78,70,0,0,0,,,
6,4,20,50,2500,"{23,24,31,35,40,50}",58,58,4.691426039,0,0,75,55,0,5.172413793,5.172413793,,,
6,4,20,50,2500,"{26,28,36,37,39,45}",64,64,4.654884815,0,0,76,64,0,0,0,,,
6,4,20,50,2500,"{24,24,32,42,43,47}",66,66,4.540163755,0,0,85,56,0,15.15151515,15.15151515,,,
6,4,20,50,2500,"{23,24,26,35,38,47}",58,58,4.668428898,0,0,73,50,0,13.79310345,13.79310345,,,
6,4,20,50,2500,"{23,26,32,38,42,43}",61,61,4.734458447,0,0,80,58,0,4.918032787,4.918032787,,,
6,4,20,50,2500,"{27,31,31,47,49,50}",74,74,4.683720827,0,0,96,62,0,16.21621622,16.21621622,,,
6,4,20,50,2500,"{25,31,33,37,42,43}",64,64,4.669746637,0,0,79,64,0,0,0,,,
6,4,20,50,2500,"{23,26,38,41,41,48}",64,64,3.4014256,0,0,82,64,0,0,0,,,
6,4,20,50,2500,"{20,22,24,28,38,49}",49,49,4.852965593,0,0,66,49,0,0,0,,,
6,4,20,50,2500,"{20,33,40,40,47,49}",73,73,3.76395154,0,0,87,73,0,0,0,,,
6,4,20,50,2500,"{35,35,37,40,42,47}",75,75,4.570019245,0,0,82,72,0,4,4,,,
6,4,20,50,2500,"{20,20,28,28,46,47}",48,48,3.241506815,0,0,74,48,0,0,0,,,
6,4,20,50,2500,"{33,40,42,44,45,46}",82,82,4.663114786,0,0,89,82,0,0,0,,,
6,4,20,50,2500,"{20,27,35,37,41,44}",62,62,4.674241304,0,0,78,62,0,0,0,,,
6,4,20,50,2500,"{21,25,27,28,43,47}",52,52,4.727323055,0,0,71,52,0,0,0,,,
6,4,20,50,2500,"{29,42,48,48,50,50}",90,90,3.127616167,0,0,98,90,0,0,0,,,
6,4,20,50,2500,"{27,27,30,31,35,41}",58,58,4.563174009,0,0,66,57,0,1.724137931,1.724137931,,,
6,4,20,50,2500,"{30,36,39,44,44,49}",75,75,4.023967981,0,0,88,75,0,0,0,,,
6,4,20,50,2500,"{21,21,32,37,38,40}",58,58,4.543256521,0,0,75,53,0,8.620689655,8.620689655,,,
6,4,20,50,2500,"{23,27,32,34,38,46}",59,59,4.630179644,0,0,72,59,0,0,0,,,
6,4,20,50,2500,"{25,26,32,36,36,48}",61,61,4.196109056,0,0,72,58,0,4.918032787,4.918032787,,,
6,4,20,50,2500,"{22,30,33,36,42,46}",63,63,4.657622814,0,0,78,63,0,0,0,,,
6,4,20,50,2500,"{25,30,31,36,37,44}",61,61,4.113674641,0,0,73,61,0,0,0,,,
6,4,20,50,2500,"{22,23,28,37,46,50}",59,59,4.565615892,0,0,83,51,0,13.55932203,13.55932203,,,
6,4,20,50,2500,"{25,40,48,48,49,50}",88,88,3.757910967,0,0,97,88,0,0,0,,,
6,4,20,50,2500,"{21,30,31,36,36,44}",61,61,3.967967272,0,0,72,61,0,0,0,,,
6,4,20,50,2500,"{21,24,29,39,41,43}",60,60,4.678301573,0,0,80,53,0,11.66666667,11.66666667,,,
6,4,20,50,2500,"{20,31,35,35,47,50}",66,66,3.744181633,0,0,82,66,0,0,0,,,
6,4,20,50,2500,"{33,36,38,39,42,48}",74,74,4.694758177,0,0,81,74,0,0,0,,,
6,4,20,50,2500,"{22,26,30,33,37,40}",56,56,4.819697142,0,0,70,56,0,0,0,,,
6,4,20,50,2500,"{21,34,43,46,49,50}",77,77,4.71210885,0,0,95,77,0,0,0,,,
6,4,20,50,2500,"{28,39,42,45,49,50}",81,81,4.826944351,0,0,94,81,0,0,0,,,
6,4,20,50,2500,"{23,26,39,40,46,50}",65,65,4.832686186,0,0,86,65,0,0,0,,,
6,4,20,50,2500,"{35,37,40,44,45,47}",79,79,4.91091466,0,0,89,77,0,2.53164557,2.53164557,,,
6,4,20,50,2500,"{28,29,33,36,42,50}",64,64,4.98747611,0,0,78,62,0,3.125,3.125,,,
6,4,20,50,2500,"{23,24,28,34,42,42}",57,57,4.13528347,0,0,76,52,0,8.771929825,8.771929825,,,
6,4,20,50,2500,"{20,24,38,40,41,42}",62,62,4.911189556,0,0,81,62,0,0,0,,,
6,4,20,50,2500,"{22,25,30,43,44,45}",65,65,4.824424267,0,0,87,55,0,15.38461538,15.38461538,,,
6,4,20,50,2500,"{20,22,24,27,38,40}",47,47,4.848490477,0,0,65,46,0,2.127659574,2.127659574,,,
6,4,20,50,2500,"{31,33,34,35,42,45}",67,67,4.846430779,0,0,77,67,0,0,0,,,
6,4,20,50,2500,"{23,29,29,31,38,44}",58,58,4.894604206,0,0,69,58,0,0,0,,,
6,4,20,50,2500,"{20,32,36,42,46,47}",68,68,4.893318653,0,0,88,68,0,0,0,,,
6,4,20,50,2500,"{20,26,28,37,38,40}",57,57,4.823968887,0,0,75,54,0,5.263157895,5.263157895,,,
6,4,20,50,2500,"{22,32,35,37,44,46}",67,67,4.913607597,0,0,81,67,0,0,0,,,
6,4,20,50,2500,"{20,23,24,34,47,47}",54,54,3.612987995,0,0,81,47,0,12.96296296,12.96296296,,,
6,4,20,50,2500,"{24,28,32,34,37,48}",60,60,4.819628477,0,0,71,60,0,0,0,,,
6,4,20,50,2500,"{27,27,29,35,36,42}",62,62,4.804190159,0,0,71,56,0,9.677419355,9.677419355,,,
6,4,20,50,2500,"{23,23,29,29,39,45}",52,52,3.334786892,0,0,68,52,0,0,0,,,
6,4,20,50,2500,"{25,28,31,37,39,49}",62,62,5.095440626,0,0,76,59,0,4.838709677,4.838709677,,,
6,4,20,50,2500,"{25,30,31,35,40,50}",61,61,4.891644955,0,0,75,61,0,0,0,,,
6,4,20,50,2500,"{23,36,39,45,47,48}",75,75,4.976938009,0,0,92,75,0,0,0,,,
6,4,20,50,2500,"{25,27,31,33,34,40}",58,58,4.39449048,0,0,67,58,0,0,0,,,
6,4,20,50,2500,"{20,24,31,39,43,43}",59,59,4.170729399,0,0,82,55,0,6.779661017,6.779661017,,,
6,4,20,50,2500,"{20,31,35,42,44,47}",66,66,4.951737404,0,0,86,66,0,0,0,,,
6,4,20,50,2500,"{26,31,37,46,47,50}",72,72,4.860275745,0,0,93,68,0,5.555555556,5.555555556,,,
6,4,20,50,2500,"{20,22,23,41,48,49}",61,61,4.918231964,0,0,89,49,0,19.67213115,19.67213115,,,
6,4,20,50,2500,"{24,27,31,32,40,50}",58,58,4.821202755,0,0,72,58,0,0,0,,,
6,4,20,50,2500,"{39,39,42,43,50,50}",82,82,4.232961178,0,0,93,81,0,1.219512195,1.219512195,,,
6,4,20,50,2500,"{30,40,42,44,45,46}",82,82,4.922581434,0,0,89,82,0,0,0,,,
6,4,20,50,2500,"{24,30,31,32,32,39}",61,61,4.183550358,0,0,64,61,0,0,0,,,
6,4,20,50,2500,"{22,28,36,39,41,44}",64,64,5.031162024,0,0,80,64,0,0,0,,,
6,4,20,50,2500,"{20,30,33,41,43,48}",63,63,4.939733505,0,0,84,63,0,0,0,,,
6,4,20,50,2500,"{20,31,34,41,46,48}",65,65,4.875725031,0,0,87,65,0,0,0,,,
6,4,20,50,2500,"{22,27,32,37,49,50}",59,59,4.346786976,0,0,86,59,0,0,0,,,
6,4,20,50,2500,"{26,34,35,38,40,45}",69,69,4.942850828,0,0,78,69,0,0,0,,,
6,4,20,50,2500,"{26,29,31,31,37,39}",60,60,3.956161261,0,0,68,60,0,0,0,,,
6,4,20,50,2500,"{20,30,33,42,44,49}",63,63,4.910112619,0,0,86,63,0,0,0,,,
6,4,20,50,2500,"{21,25,27,33,45,46}",54,54,4.870918751,0,0,78,52,0,3.703703704,3.703703704,,,
6,4,20,50,2500,"{23,33,35,37,43,48}",68,68,4.858586311,0,0,80,68,0,0,0,,,
6,4,20,50,2500,"{23,30,35,39,43,47}",65,65,4.913878679,0,0,82,65,0,0,0,,,
6,4,20,50,2500,"{26,27,31,32,41,45}",58,58,4.347169638,0,0,73,58,0,0,0,,,
6,4,20,50,2500,"{24,28,30,44,46,50}",68,68,4.905950546,0,0,90,58,0,14.70588235,14.70588235,,,
6,4,20,50,2500,"{26,28,29,35,41,43}",61,61,4.917921543,0,0,76,57,0,6.557377049,6.557377049,,,
6,4,20,50,2500,"{20,30,34,39,41,49}",64,64,4.898937464,0,0,80,64,0,0,0,,,
6,4,20,50,2500,"{21,28,29,31,34,35}",57,57,4.905452251,0,0,65,57,0,0,0,,,
6,4,20,50,2500,"{32,33,35,36,42,45}",68,68,4.206404686,0,0,78,68,0,0,0,,,
9,4,20,50,3000,"{21,21,26,35,46,46,48,49,50}",92,92,12.1778543,0,8.097165992,81,92,0,0,0,,,
9,4,20,50,3000,"{29,32,38,42,42,44,47,50,50}",111,105,11.38389325,0,8.653846154,84,86,5.405405405,18.0952381,22.52252252,,,
9,4,20,50,3000,"{33,34,38,39,39,41,44,47,50}",113,108,12.27788258,0,6.5,78,80,4.424778761,25.92592593,29.20353982,,,
9,4,20,50,3000,"{21,22,29,30,31,37,44,46,50}",89,80,11.6675725,0,11.86440678,61,68,10.11235955,15,23.59550562,,,
9,4,20,50,3000,"{21,26,35,36,38,42,43,47,47}",94,89,10.41504097,0,11.39896373,74,80,5.319148936,10.11235955,14.89361702,,,
9,4,20,50,3000,"{25,28,35,35,38,39,45,46,48}",101,92,11.19292593,0,7.009345794,73,77,8.910891089,16.30434783,23.76237624,,,
9,4,20,50,3000,"{26,26,33,38,43,44,45,48,49}",101,96,11.80759931,0,11.55378486,81,87,4.95049505,9.375,13.86138614,,,
9,4,20,50,3000,"{20,25,26,33,36,39,43,44,47}",90,84,11.72078395,1.542416452,21.33676093,69,75,6.666666667,10.71428571,16.66666667,,,
9,4,20,50,3000,"{25,26,33,37,45,45,47,49,49}",100,96,11.41874981,1.507537688,9.045226131,82,90,4,6.25,10,,,
9,4,20,50,3000,"{22,24,26,30,33,34,37,39,47}",87,80,14.48371959,0.543478261,14.13043478,63,67,8.045977011,16.25,22.98850575,,,
9,4,20,50,3000,"{29,31,36,38,38,41,43,46,47}",107,101,11.79389787,0,6.310679612,76,79,5.607476636,21.78217822,26.1682243,,,
9,4,20,50,3000,"{24,33,34,35,36,40,40,42,45}",99,97,16.34456849,0,6.349206349,71,76,2.02020202,21.64948454,23.23232323,,,
9,4,20,50,3000,"{22,24,25,26,30,31,33,45,49}",81,77,11.78136873,0,11.45251397,56,61,4.938271605,20.77922078,24.69135802,,,
9,4,20,50,3000,"{20,23,26,33,34,36,36,42,50}",88,79,16.10789633,0,5.291005291,67,70,10.22727273,11.39240506,20.45454545,,,
9,4,20,50,3000,"{23,24,26,32,35,41,42,43,45}",92,88,11.89761138,0,17.3553719,67,76,4.347826087,13.63636364,17.39130435,,,
9,4,20,50,3000,"{28,32,33,42,42,42,48,49,50}",110,102,12.09023166,1.421800948,12.32227488,84,84,7.272727273,17.64705882,23.63636364,,,
9,4,20,50,3000,"{22,22,29,35,36,40,44,49,50}",94,84,10.70401812,0,12.70491803,71,76,10.63829787,9.523809524,19.14893617,,,
9,4,20,50,3000,"{20,21,21,23,28,40,44,44,46}",85,81,10.83097529,0,2.727272727,51,68,4.705882353,16.04938272,20,,,
9,4,20,50,3000,"{34,36,36,36,39,39,43,43,44}",112,109,10.0299561,0,2.040816327,75,78,2.678571429,28.44036697,30.35714286,,,
9,4,20,50,3000,"{27,36,37,38,44,44,47,49,49}",112,107,10.09052038,0,7.179487179,82,88,4.464285714,17.75700935,21.42857143,,,
9,4,20,50,3000,"{23,32,34,35,35,37,43,47,49}",95,92,11.01701021,0,11.9047619,70,72,3.157894737,21.73913043,24.21052632,,,
9,4,20,50,3000,"{22,24,27,28,36,36,40,45,46}",90,82,11.74105334,0.546448087,12.29508197,64,72,8.888888889,12.19512195,20,,,
9,4,20,50,3000,"{25,26,28,31,33,35,38,47,50}",93,86,11.65817332,0.831024931,18.55955679,64,68,7.52688172,20.93023256,26.88172043,,,
9,4,20,50,3000,"{21,26,34,38,39,41,45,47,49}",96,88,12.50127745,0.997506234,19.45137157,77,80,8.333333333,9.090909091,16.66666667,,,
9,4,20,50,3000,"{24,25,26,28,31,33,41,44,49}",88,86,11.79632592,0.604229607,13.59516616,59,64,2.272727273,25.58139535,27.27272727,,,
9,4,20,50,3000,"{26,27,28,32,32,33,35,40,48}",91,86,11.41600442,0,4.975124378,64,65,5.494505495,24.41860465,28.57142857,,,
9,4,20,50,3000,"{20,21,21,25,25,25,27,29,31}",70,66,11.19019485,0,6.25,50,50,5.714285714,24.24242424,28.57142857,,,
9,4,20,50,3000,"{20,23,25,34,34,38,39,44,47}",89,81,11.71714664,0,9.090909091,68,72,8.988764045,11.11111111,19.1011236,,,
9,4,20,50,3000,"{24,30,32,33,34,34,35,39,48}",92,88,13.83076262,2.31884058,21.15942029,67,68,4.347826087,22.72727273,26.08695652,,,
9,4,20,50,3000,"{20,22,26,29,32,33,43,46,49}",85,75,10.79753184,0,5.740181269,61,65,11.76470588,13.33333333,23.52941176,,,
9,4,20,50,3000,"{27,27,33,34,35,37,39,45,45}",99,91,10.00357008,0,7.619047619,69,72,8.080808081,20.87912088,27.27272727,,,
9,4,20,50,3000,"{23,28,28,30,31,37,40,45,46}",91,88,12.02563691,1.612903226,18.27956989,61,68,3.296703297,22.72727273,25.27472527,,,
9,4,20,50,3000,"{24,29,31,34,35,37,37,41,47}",95,90,15.22176313,2.06185567,15.46391753,69,72,5.263157895,20,24.21052632,,,
9,4,20,50,3000,"{20,21,24,26,27,32,35,38,40}",79,73,12.82726526,0,18.20987654,53,59,7.594936709,19.17808219,25.3164557,,,
9,4,20,50,3000,"{26,31,37,44,44,45,46,47,48}",105,102,13.07808232,0.476190476,13.80952381,88,89,2.857142857,12.74509804,15.23809524,,,
9,4,20,50,3000,"{21,24,30,33,34,34,41,48,48}",89,81,11.53658152,0,5.945945946,67,68,8.988764045,16.04938272,23.59550562,,,
9,4,20,50,3000,"{20,31,35,38,38,39,44,48,49}",97,90,11.9798429,0,7.589285714,76,77,7.216494845,14.44444444,20.6185567,,,
9,4,20,50,3000,"{25,27,29,37,37,38,43,47,48}",100,90,12.16143584,0,9.389671362,74,75,10,16.66666667,25,,,
9,4,20,50,3000,"{27,32,34,35,36,37,42,44,45}",100,96,11.99122691,0.319488818,24.28115016,71,73,4,23.95833333,27,,,
9,4,20,50,3000,"{22,25,26,33,37,38,38,46,48}",93,85,13.89733195,2.941176471,15.19607843,70,75,8.602150538,11.76470588,19.35483871,,,
9,4,20,50,3000,"{20,27,28,32,43,45,48,49,50}",97,92,11.75258565,0.771208226,18.50899743,75,88,5.154639175,4.347826087,9.278350515,,,
9,4,20,50,3000,"{26,31,32,33,35,38,44,46,46}",99,95,12.47034764,0,11.69590643,68,73,4.04040404,23.15789474,26.26262626,,,
9,4,20,50,3000,"{26,27,27,28,29,33,42,46,50}",88,86,12.62762928,1.149425287,9.770114943,57,62,2.272727273,27.90697674,29.54545455,,,
9,4,20,50,3000,"{22,26,28,28,41,45,47,50,50}",97,93,10.6219337,0,4.464285714,69,86,4.12371134,7.52688172,11.34020619,,,
9,4,20,50,3000,"{21,24,24,26,27,27,30,34,35}",75,72,12.0935607,1.694915254,12.99435028,53,54,4,25,28,,,
9,4,20,50,3000,"{21,25,28,29,32,43,45,47,49}",95,89,12.64178538,0.564971751,14.68926554,61,75,6.315789474,15.73033708,21.05263158,,,
9,4,20,50,3000,"{25,30,31,33,36,39,42,42,46}",98,94,12.24028754,0,5.291005291,69,75,4.081632653,20.21276596,23.46938776,,,
9,4,20,50,3000,"{20,31,31,42,44,46,48,48,50}",99,97,12.60320997,0,2.752293578,86,90,2.02020202,7.216494845,9.090909091,,,
9,4,20,50,3000,"{26,26,31,33,34,34,42,46,46}",94,86,11.14835334,0,6.12244898,67,68,8.510638298,20.93023256,27.65957447,,,
9,4,20,50,3000,"{21,23,23,24,24,26,42,42,49}",72,72,12.3351171,0,0,48,50,0,30.55555556,30.55555556,,,
9,4,20,50,3000,"{20,26,29,29,30,31,32,41,48}",81,77,11.74892378,0,10.88082902,59,61,4.938271605,20.77922078,24.69135802,,,
9,4,20,50,3000,"{23,35,40,41,42,44,48,48,50}",108,102,13.15235376,0,9.375,83,86,5.555555556,15.68627451,20.37037037,,,
9,4,20,50,3000,"{24,27,27,27,29,29,33,38,39}",82,80,11.62138534,0,0,56,58,2.43902439,27.5,29.26829268,,,
9,4,20,50,3000,"{20,21,22,24,28,31,31,38,42}",75,72,13.90029407,0,12.76595745,52,59,4,18.05555556,21.33333333,,,
9,4,20,50,3000,"{31,38,41,41,44,46,46,47,49}",118,115,12.78708482,0,6.481481481,85,90,2.542372881,21.73913043,23.72881356,,,
9,4,20,50,3000,"{22,22,23,29,32,35,38,40,43}",85,79,13.29857635,0,10.0456621,61,67,7.058823529,15.18987342,21.17647059,,,
9,4,20,50,3000,"{23,24,28,29,36,36,45,46,50}",95,83,12.93098855,0,11.07954545,65,72,12.63157895,13.25301205,24.21052632,,,
9,4,20,50,3000,"{20,22,28,29,35,37,40,40,47}",88,95.8,12.49941993,0,4,64,72,-8.863636364,24.8434238,18.18181818,,,
9,4,20,50,3000,"{23,24,27,34,35,41,41,45,50}",95,88,14.51582193,0,13.7254902,69,76,7.368421053,13.63636364,20,,,
9,4,20,50,3000,"{22,28,29,30,38,39,40,40,40}",90,89,9.414057493,0,0,68,77,1.111111111,13.48314607,14.44444444,,,
9,4,20,50,3000,"{21,25,26,35,37,42,42,46,50}",93,88,15.6750958,1.470588235,14.70588235,72,79,5.376344086,10.22727273,15.05376344,,,
9,4,20,50,3000,"{21,22,33,39,40,42,44,45,47}",90,85,11.86736703,0,20.30075188,79,82,5.555555556,3.529411765,8.888888889,,,
9,4,20,50,3000,"{21,27,32,34,38,39,41,46,49}",96,87,13.47856879,3.234501348,23.71967655,72,77,9.375,11.49425287,19.79166667,,,
9,4,20,50,3000,"{21,22,23,27,29,34,35,47,50}",83,77,12.6796422,0.852272727,15.05681818,56,63,7.228915663,18.18181818,24.09638554,,,
9,4,20,50,3000,"{21,22,26,31,35,35,37,45,50}",89,89,14.35191512,0,11.9047619,66,70,0,21.34831461,21.34831461,,,
9,4,20,50,3000,"{20,21,31,33,36,44,46,48,50}",91,85,12.98525882,0,20.61068702,69,80,6.593406593,5.882352941,12.08791209,,,
9,4,20,50,3000,"{20,22,31,32,33,37,37,38,49}",89,80,14.71528602,0,6.043956044,65,70,10.11235955,12.5,21.34831461,,,
9,4,20,50,3000,"{20,21,24,25,40,41,41,45,49}",86,82,14.21216488,0,7.52688172,65,81,4.651162791,1.219512195,5.813953488,,,
9,4,20,50,3000,"{20,21,22,27,28,32,33,44,50}",80,81,12.23748493,0,10.44776119,55,60,-1.25,25.92592593,25,,,
9,4,20,50,3000,"{21,23,24,26,26,33,34,36,50}",80,77,12.30946612,1.666666667,17.22222222,52,59,3.75,23.37662338,26.25,,,
9,4,20,50,3000,"{25,28,30,34,37,40,44,45,50}",100,93,14.87712121,2.162162162,17.2972973,71,77,7,17.20430108,23,,,
9,4,20,50,3000,"{24,25,26,27,28,41,46,47,49}",93,90,12.06587124,0.358422939,21.14695341,55,69,3.225806452,23.33333333,25.80645161,,,
9,4,20,50,3000,"{24,24,25,27,29,30,30,31,38}",80,78,13.70744085,0,5.982905983,56,59,2.5,24.35897436,26.25,,,
9,4,20,50,3000,"{21,21,22,24,27,29,31,44,47}",76,71,12.18915749,1.507537688,13.5678392,51,56,6.578947368,21.12676056,26.31578947,,,
9,4,20,50,3000,"{20,24,24,30,32,34,36,41,45}",85,78,13.27516842,0,11.11111111,62,66,8.235294118,15.38461538,22.35294118,,,
9,4,20,50,3000,"{24,27,30,32,33,35,37,39,48}",92,86,12.54120302,1.041666667,17.44791667,65,68,6.52173913,20.93023256,26.08695652,,,
9,4,20,50,3000,"{23,24,27,29,36,39,42,45,49}",94,86,12.63511777,0.265251989,15.64986737,65,75,8.510638298,12.79069767,20.21276596,,,
9,4,20,50,3000,"{21,25,31,31,32,42,44,45,46}",92,88,13.00361371,0,5.445544554,63,74,4.347826087,15.90909091,19.56521739,,,
9,4,20,50,3000,"{20,21,31,38,39,43,46,47,48}",89,85,12.90923476,0,23.45360825,77,82,4.494382022,3.529411765,7.865168539,,,
9,4,20,50,3000,"{21,21,25,28,30,32,33,35,50}",81,75,12.08680487,0,12.5,58,62,7.407407407,17.33333333,23.45679012,,,
9,4,20,50,3000,"{24,26,29,31,37,38,42,48,49}",97,88,12.34858298,0.783289817,14.62140992,68,75,9.278350515,14.77272727,22.68041237,,,
9,4,20,50,3000,"{20,25,25,35,37,38,45,46,48}",91,83,13.111938,0.930232558,11.62790698,72,75,8.791208791,9.638554217,17.58241758,,,
9,4,20,50,3000,"{21,21,30,30,37,38,39,42,42}",84,80,10.54408216,0,9.090909091,67,75,4.761904762,6.25,10.71428571,,,
9,4,20,50,3000,"{20,22,28,33,33,45,45,50,50}",92,87,13.26489067,0,1.785714286,66,78,5.434782609,10.34482759,15.2173913,,,
9,4,20,50,3000,"{21,23,31,32,36,40,44,45,48}",92,84,14.63329697,1.03626943,17.61658031,68,76,8.695652174,9.523809524,17.39130435,,,
9,4,20,50,3000,"{24,30,34,41,43,44,47,50,50}",104,98,12.46450567,0,11.05527638,84,87,5.769230769,11.2244898,16.34615385,,,
9,4,20,50,3000,"{32,36,37,37,39,40,43,47,48}",111,108,11.98045778,0,12.63736264,76,79,2.702702703,26.85185185,28.82882883,,,
9,4,20,50,3000,"{24,25,35,36,37,37,39,45,49}",98,86,12.37752843,1.063829787,18.35106383,73,74,12.24489796,13.95348837,24.48979592,,,
9,4,20,50,3000,"{22,24,31,33,38,39,41,46,47}",93,85,12.97095323,0.280112045,21.00840336,71,77,8.602150538,9.411764706,17.20430108,,,
9,4,20,50,3000,"{20,25,31,33,37,39,41,43,48}",93,84,13.58023119,0,18.88297872,70,76,9.677419355,9.523809524,18.27956989,,,
9,4,20,50,3000,"{22,27,29,30,32,35,35,37,38}",87,84,16.42574644,0,7.228915663,62,67,3.448275862,20.23809524,22.98850575,,,
9,4,20,50,3000,"{21,23,24,24,26,30,31,36,38}",76,74,12.21626091,0,10.69518717,50,56,2.631578947,24.32432432,26.31578947,,,
9,4,20,50,3000,"{21,22,22,37,37,41,44,44,47}",87,84,10.58861375,0,0,74,78,3.448275862,7.142857143,10.34482759,,,
9,4,20,50,3000,"{29,33,38,39,40,44,47,48,50}",112,106,12.55402327,0.906344411,25.0755287,79,84,5.357142857,20.75471698,25,,,
9,4,20,50,3000,"{21,22,22,30,31,32,43,46,48}",84,76,12.73920298,0,9.042553191,61,63,9.523809524,17.10526316,25,,,
9,4,20,50,3000,"{21,26,30,33,34,42,43,45,50}",96,89,12.64962649,2.5,20,67,76,7.291666667,14.60674157,20.83333333,,,
9,4,20,50,3000,"{24,28,31,31,32,36,38,39,47}",92,88,12.25886798,0,9.547738693,63,68,4.347826087,22.72727273,26.08695652,,,
9,4,20,50,3000,"{21,22,22,31,37,38,41,45,46}",88,81,12.40508819,0,5.405405405,68,75,7.954545455,7.407407407,14.77272727,,,
9,4,20,50,3000,"{21,25,26,26,27,29,33,33,46}",77,75,10.82811689,0,1.834862385,53,56,2.597402597,25.33333333,27.27272727,,,
9,4,20,50,3000,"{29,30,32,34,43,43,43,45,49}",106,102,15.19868565,0,4.639175258,77,86,3.773584906,15.68627451,18.86792453,,,
15,4,20,50,3000,"{21,22,23,25,27,33,34,34,35,35,39,39,41,46,50}",131,141,40.75830007,52.52236136,83.80441264,52,78,-7.633587786,44.68085106,40.45801527,,,
15,4,20,50,3000,"{22,22,23,27,28,29,29,29,30,31,36,40,41,45,50}",126,126.4,42.76431441,48.01223242,81.22590081,55,76,-0.317460317,39.87341772,39.68253968,,,
15,4,20,50,3000,"{20,20,23,24,25,32,33,36,36,38,38,40,43,48,48}",131,135.5,61.48688698,50.86171239,82.02123259,49,78,-3.435114504,42.43542435,40.45801527,,,
